video_id,comment
apqe_u3VJQ4,"I GENUINELY like this one instead of the usual sped up version that's used for memes, it's more soothing and chill with it ✨💯"
apqe_u3VJQ4,who are watching today
apqe_u3VJQ4,Omg this is so damn good!
apqe_u3VJQ4,Umm
apqe_u3VJQ4,IM SO OBSESSED WITH THIS SONG OMG😭 THIS IS THE CUTEST SONG IVE EVER HEARD IN MY LIFE. The cuteness of this song surpasses even my fave cute songs like Not Cute Anymore and Cupid
apqe_u3VJQ4,đưa em về về nhà the road isnt too far 🗣️🗣️🔥
apqe_u3VJQ4,"0% understanding
100% Low Cortisol"
apqe_u3VJQ4,Bài hát này khiến tôi nhớ về tuổi thơ và cảm giác căng thẳng đã biến mất😌😌
apqe_u3VJQ4,Low cortisol 😂
apqe_u3VJQ4,Em là em của chị Anh Thư ❤️
apqe_u3VJQ4,This like the 2nd vietnamese song to hit the internet. (First was See Tinh but that was to a much smaller extent.)
apqe_u3VJQ4,Iáo aĝp nnɓ ģřý
apqe_u3VJQ4,Chill vl
apqe_u3VJQ4,Hay quá tôi nghe mấy lần rồi ❤❤❤😊
apqe_u3VJQ4,"Lyrics in english 



The music is fading out 🎵 
The light is fading in and the city is wide awake 🏙️ 💡 
Rain is falling on my eyes 👀 🌧️
Who's gonna take me home Tonight 🏠 🌙
At this time at the city 🏙️
People are busy chatting and 👥🗣️
Some are rushing to go some where 👥🏞️🏜️🌋😅
Who's gonna take me home tonight? 🏠 🌙 
My heart is racing ❤ 🏎️
My legs are tired 🦵 🦵
The winter is here ❄️ 
And I'm still all by myself👩‍❤️‍👨❌
Tonight will be long I'm exhausted 🌙 
These are the lyrics till over here 0:52"
apqe_u3VJQ4,"Japan Generates Electricity 
Vietnam Generates Fire 🔥"
apqe_u3VJQ4,truly lowered my cortisol levels
apqe_u3VJQ4,my cortisol gets higher but this song makes my cortisol low. its so relaxing like damn
apqe_u3VJQ4,LOVE THIS SONG ❤ FROM PHILIPPINES 🎉
apqe_u3VJQ4,"I love how you call this ""low cortisol song"" lol"
apqe_u3VJQ4,မြန်မာမန့်
apqe_u3VJQ4,Muốn anh cho về 0?🥴
apqe_u3VJQ4,Tiktok trend brought me here😂
apqe_u3VJQ4,Hella Peak🔥🔥🔥
apqe_u3VJQ4,I love the song
apqe_u3VJQ4,low cortisol
apqe_u3VJQ4,"OMG she just chage the title of the song when im gonna check im in the right song.


And i feel my cortisol lowering❤"
apqe_u3VJQ4,When I heard this song: it sounds like I know it
apqe_u3VJQ4,0:55 this song is so handsome
apqe_u3VJQ4,I can feel my Cortisol lowering❤️
apqe_u3VJQ4,I'm from Philippines but I love this songs low cortisol 🇵🇭❤️
apqe_u3VJQ4,Hây quá cô ơi con tên Hằng nha cô 😊😊😊
apqe_u3VJQ4,xe ôm đưa em về
apqe_u3VJQ4,0:48 🔥🔥
apqe_u3VJQ4,Isn’t 0:58 to 1:17 famous????
apqe_u3VJQ4,Low cortisol
apqe_u3VJQ4,"I find myself here at this moment, with low cortisol."
apqe_u3VJQ4,Low cortisol ❤😂
apqe_u3VJQ4,Low Cortisol Forever❤
apqe_u3VJQ4,She is a time traveler
apqe_u3VJQ4,"1x speed: Chill Music
1.25x speed: Low Cortisol"
apqe_u3VJQ4,high cortisol vd low cortisol ❤️‍🩹
apqe_u3VJQ4,i dont understad buy YES
apqe_u3VJQ4,pocoloco theme song
apqe_u3VJQ4,cái nhạc này làm em vui c:
apqe_u3VJQ4,ชอบเพลงนี้จัง❤
apqe_u3VJQ4,Low cortisol
apqe_u3VJQ4,Low colistrol
apqe_u3VJQ4,When the old song you loved from long time suddenly gets popular(+ a meme)🥀🥀🥀
apqe_u3VJQ4,"Cortisol is lowering, thanks twin ❤️‍🩹❤️‍🩹"
apqe_u3VJQ4,my cortisol is lowering by the second
apqe_u3VJQ4,Peak
apqe_u3VJQ4,I didn't even know this song existed until the low cortisol meme was all over my feed
apqe_u3VJQ4,Nay vươn tầm quốc tế luôn r chứ giỡn=))
apqe_u3VJQ4,My cortisol be lowering significantly
apqe_u3VJQ4,Wowwwwwwwwww😲
apqe_u3VJQ4,Many Vietnam🇻🇳 song are viral
apqe_u3VJQ4,Do x1.15+ speed
apqe_u3VJQ4,she lowk a baddie
apqe_u3VJQ4,Low cortisol 🟢😌
apqe_u3VJQ4,🗣biết ông từ ko
apqe_u3VJQ4,ai đưa em về vươn tầm thế giới
apqe_u3VJQ4,éřþýüïœæßďğķžxčň
apqe_u3VJQ4,.
apqe_u3VJQ4,Xin phép chủ kênh cho em mượn bài này làm low cortisol song intrusment nhé ❤
apqe_u3VJQ4,take me back back home
apqe_u3VJQ4,Pocoloco
apqe_u3VJQ4,I feel like this song makes me nostalgic for 2020.
apqe_u3VJQ4,"52.358M
+126k"
apqe_u3VJQ4,Bukan kah ini MY.....
apqe_u3VJQ4,❤
apqe_u3VJQ4,I'm here because of Agnes Tachyon low cortisol
apqe_u3VJQ4,Ini ternyata
apqe_u3VJQ4,this become a trend
apqe_u3VJQ4,"Ai Dua Em Ve 🤩

March 22, 2026"
apqe_u3VJQ4,"Low cortisol trend:
Tim em đau nhiều r
Chân em đã mỏi r
Đông cx đã về r
Em vẫn 1 mik thế thôi
Và trend bắt đầu khoảng từ đây:
Đêm nay sẽ thật dài
Em cx đã mệt nhoài
Sương rơi đêm lạnh đầy
Vậy thì ai đưa em về đêm nay
Take me back, back home
Đường về cx chẳng có xa 
Đưa em về qua ba ngã năm
Năm ngã ba là nhà
Take me back, back home 
Đường về cx chẳng có xa
Đêm khuya r sao ko có ai
Đưa em đi về nhà"
apqe_u3VJQ4,Và cái trend low cortisol bắt đầu từ 0:39-1:15 là kết trend :)
apqe_u3VJQ4,Hay
apqe_u3VJQ4,Came here because of Tiktok hahaha
apqe_u3VJQ4,Low cortisol
apqe_u3VJQ4,I can feel my cortisol lowering😊
apqe_u3VJQ4,we be lowering our cortisol with this one
apqe_u3VJQ4,AI TỪ quyennamstation qua như tôi không
apqe_u3VJQ4,00:00:00
apqe_u3VJQ4,We LOWERING OUR CORTISOL with this one 🗣🗣🗣🔥🔥🔥
apqe_u3VJQ4,0:54
apqe_u3VJQ4,🎉low cortisol🎉
apqe_u3VJQ4,Real song
apqe_u3VJQ4,double pre-roll ads used to drive me insane but blockify made them just disappear completely
apqe_u3VJQ4,Thank you for changing it's name to low cortisol song it's to easy to search now 🥰❤️
apqe_u3VJQ4,Dở quá
apqe_u3VJQ4,Thì ra đây là nguồn gốc của low cortisol
apqe_u3VJQ4,Low. Cortisol 😂
apqe_u3VJQ4,1:58  ông nam kìa 😱
apqe_u3VJQ4,I can feel my stress dissipating ❤ ❤ ✌ ✌
apqe_u3VJQ4,nhớ covid quá =0
apqe_u3VJQ4,Cortisol is low with this one
apqe_u3VJQ4,Low cortisol 🎉
apqe_u3VJQ4,"Thank you for the song, it's now meme worthy 🎉❤"
apqe_u3VJQ4,"Before the song: 🫩❌
After the song: 😊✅"
apqe_u3VJQ4,Ai đưa em về🥀
apqe_u3VJQ4,SHE ACTUALLY RENAMED THE SONG HOLY DUB
apqe_u3VJQ4,Set the playback speed to 1.25x then you get the full experience
apqe_u3VJQ4,"nhạc hay,cute nhg có ông nam 😂 trg bùn cười"
apqe_u3VJQ4,"just came back from a feed full of ahh coworker music, this song just helped me lower my cortisol 🥹✌️✌️"
apqe_u3VJQ4,this girls cortisol has been low for 6 years😭✌️
apqe_u3VJQ4,"0:45 & 2:05 , yes y'all need ts"
apqe_u3VJQ4,SONNA KIMI NI!!!
apqe_u3VJQ4,Nhạc 2019 này làm cái meme VN 2026
apqe_u3VJQ4,Vl đổi tên cortisol :v
apqe_u3VJQ4,Giờ thành trend luôn r :))
apqe_u3VJQ4,Daily dose of lowering my cortisol.
apqe_u3VJQ4,Sumiton hannah
apqe_u3VJQ4,"It's not wrong that this song is famous and good. 🔥
Because this song get good vibes and low cortisol

Unfortunately this song was made a long time ago and left its mark."
apqe_u3VJQ4,"They have changed the name of this song to *low cortisol*

BC this Song vibes so good and calm"
apqe_u3VJQ4,The song cool😎😎😎
apqe_u3VJQ4,"0:48
Low cortisol moment"
apqe_u3VJQ4,Just back from work.
apqe_u3VJQ4,Bài của chị viral luôn rồi 😂😂
apqe_u3VJQ4,Indonesia hadir
apqe_u3VJQ4,Cortisol low
apqe_u3VJQ4,I could listen to this all day bro
apqe_u3VJQ4,chị dễ thương quá❤❤❤❤❤❤❤❤❤❤
apqe_u3VJQ4,"Một trong số những bài Việt vương tầm thế giới 




Công nhận nghe hay thật 













Cortisol của tôi hơi thấp ngay bây giờ"
apqe_u3VJQ4,đụ mẹ mày con cặc chó đẻ
apqe_u3VJQ4,nhạc 6 năm rồi
apqe_u3VJQ4,Low cortisol 😂😂😂
apqe_u3VJQ4,This song is very low cortisol
apqe_u3VJQ4,"Ts Song is so good it made my cortisol low,,🥹✌️"
apqe_u3VJQ4,"Ôi cái bài mà ngày xưa e thik,h nó đã nổi tiếng lại nhờ meme low cortisol🥰"
apqe_u3VJQ4,Judul lagu:TIA - Ai Dua Em Ve
apqe_u3VJQ4,1.25 speed
apqe_u3VJQ4,I can feel my cortisol decreasing 🥹✌️
apqe_u3VJQ4,2:15 aquie todos los que vivimos por agnes tachyon XD
apqe_u3VJQ4,Set your playback speed to 1.25 and you have low cholesterol meme
apqe_u3VJQ4,Im lowering mi cortisol right now😭😭✌️✌️🗣🔥🔥🥀🥀
apqe_u3VJQ4,s
apqe_u3VJQ4,Low cortisol 👍👏
apqe_u3VJQ4,Lowering my cortisol levels to ungodly levels and I love it❤😢🎉
apqe_u3VJQ4,"Nah hầu hết comment nào t lướt toàn mấy ông nc ngoài, bài này nó nổi bên tây lớn vậy? 😂"
apqe_u3VJQ4,6yrs ago crazy
apqe_u3VJQ4,High cortisol vs. low cortisol
apqe_u3VJQ4,"Brasileiro aqui. Adoro o fato de certos memes nos apresentarem pérolas como essa, excelente música, boas vibrações."
apqe_u3VJQ4,low cortisol 🤤
apqe_u3VJQ4,"I thought it's new 😂 this was before Covid no way I wouldn't find this at that time , love this song 💚"
apqe_u3VJQ4,"I came here because of the meme, but I'm staying because of the great vibes this song brings <3"
apqe_u3VJQ4,"Saya langsung low cortisol,bro for real"
apqe_u3VJQ4,Low Cortisol Songs. Love ❤❤❤❤
apqe_u3VJQ4,0:48
apqe_u3VJQ4,"52.232M
+192k"
apqe_u3VJQ4,Low cortisol
apqe_u3VJQ4,low cortisol
apqe_u3VJQ4,legend for embracing it
apqe_u3VJQ4,ko ngờ họ lại đào lên 😭😭
apqe_u3VJQ4,High cortisol❌ low cortisol✅
apqe_u3VJQ4,Chắc nhất cái việt Nam
apqe_u3VJQ4,52 triệu lượt xem☠️☠️☠️
apqe_u3VJQ4,I’m happy that vietnam made a popular meme
apqe_u3VJQ4,❤❤❤❤❤❤❤❤❤❤ i love u
apqe_u3VJQ4,6 năm r á mà giờ mới nổi
apqe_u3VJQ4,I love this song smch
apqe_u3VJQ4,This masterpiece deserves more views 🍀
apqe_u3VJQ4,6 năm sau mới nổi 😢😢😢
apqe_u3VJQ4,for the ultimate experience put the playback speed on 1.25 - 1.3 thank me later
apqe_u3VJQ4,Low cortisol
apqe_u3VJQ4,why is my cortisol pretty low
apqe_u3VJQ4,Low cortisol 😍
apqe_u3VJQ4,My Cortisol is decreasing.
apqe_u3VJQ4,"Yeah í ye yeah ì ye í ye ì Ye-e-yah
Wao

Đưa chân dạo quanh nơi khắp phố xá bụi bay vào mắt, yah
Bụng reo đói mãi anh tấp vào shop mua ly mì gói, yah
Đập vào đôi mắt anh muốn chới với whoa oh my god, wao
Nàng tựa là ai xinh đến đắm đuối không may thì ngất

Đứng chết im tức khắc nàng nhẹ nhàng lướt qua
Tiếng sét ái tình đã đánh xem như duyên chúng ta
Tay buông cả ly mì xuống nhiều người nhìn quá đê
Anh không nói tiếng Hàn Quốc nhưng biết nói sharanghae

Lo đứng mộng mơ em đi đâu mất, yah
I'm fall in love, yah
Đôi chân chạy nhanh hết tất ngóc ngách to find you girl, yah
Em trôi thật mau giữa đám đông bon chen người qua, yah
Anh mãi chạy theo sau bóng em dẫu xa thật xa, yah

Lạc vào hình bóng nàng nét tinh tươm xinh ghê, yah
Em tựa tiên chốn nào ghé sang qua nơi anh vậy
Môi ngây ngô đỏ mềm khiến anh như tan ra, yah
Thôi thì đã lỡ mình trót yêu luôn em nha (Yah, yah, yah)

Simple love girl
Simple love girl
Simple love, simple love girl, oh simple love girl
Ôi trên đấy giáng xuống thần tiên đi vào trong giấc mơ
Baby girl, I'm gonna say ""You're the only one""

Simple love girl
Simple love girl
Simple love, simple love, oh simple love girl
Rolling with me on the way
You my candy girl
Saranghae, saranghae, simple love girl

Lạc vào đồng cỏ xanh
Thiên thần vai có cánh
Cây lá thì có cành
Em thì phải có anh

Thấy nụ cười em nhu mì
Anh như điện đứt cầu chì
Lóe lên một tia lửa
Tia lửa mém cầu kỳ

Thiên đường không còn nên nàng rơi vào nơi trần gian sao
Anh thì kiên cường, mong rằng gánh em bao phần gian lao
Em gì ơi, em có mong cuộc tình đơn giản
Nói ra điều cần nói, họ lại nghĩ là a đang giỡn
Bởi vì 1 phút 30 giây, nàng vút xa nơi đây (Ye)
Đang nơi đâu, đi tìm hoài khắp nơi bao lâu (Ye)
Thấy em đang ngồi trên ghế
Ah, đôi Mike tinh tế
Ah, ăn gì mà xinh thế
Khiến anh quên luôn con đường về

Lạc vào hình bóng nàng nét tinh tươm xinh ghê, yah
Em tựa tiên chốn nào ghé sang qua nơi anh vậy
Môi ngây ngô đỏ mềm khiến anh như tan ra, yah
Thôi thì đã lỡ mình trót yêu luôn em nha (Yah, yah, yah)

Simple love girl
Simple love girl
Simple love, simple love oh simple love girl
Ôi trên đấy giáng xuống thần tiên đi vào trong giấc mơ
Baby girl, I'm gonna say ""You're the only one""

Simple love girl
Simple love girl
Simple love, simple love, oh simple love girl
Rolling with me on the way
You my candy girl
Saranghae saranghae simple love girl

Thứ em thấy ở TV show
Chẳng có đâu, tình yêu nhiệm màu
Don't believe what people show off
Yeah, they just wanna show off
Show off, show off, show off
Show off, show off
I just need a simple love,girl"
apqe_u3VJQ4,Guys this was made 6 years ago
apqe_u3VJQ4,a nam bartender kìa
apqe_u3VJQ4,My cortisol is literally lowering because of this song :D
apqe_u3VJQ4,Agnes tachyon meme low coristrol
apqe_u3VJQ4,currently learning how to pronounce the song so i can lower my cortisol offline🥀💔
apqe_u3VJQ4,Nhạc Việt vươn tầm quốc tế rồi chị TIA ơi. Bài này là bài tủ karaoke của em đó. Mong chị TIA sẽ có thêm động lực để comeback trong một ngày gần nhất ạ!
apqe_u3VJQ4,Low Cortisol
apqe_u3VJQ4,Ko về nhà đi còn cần có ng đưa về nx đêm ko ở nhà thì đi đâu 😅
apqe_u3VJQ4,"Looking at bro (high cortisol)❌

Gooning to bro (low cortisol)✅"
apqe_u3VJQ4,Low cortisol song
apqe_u3VJQ4,rảnh rỗi lên đây để nghe rồi đánh bài piano=))
apqe_u3VJQ4,We getting experimented by Agnes Tachyon with this
apqe_u3VJQ4,2026 AI CÒN NGHE KO?
apqe_u3VJQ4,Any mixed people with Singaporean and Vietnamese
apqe_u3VJQ4,THIS WAS SIX YEARS AGO?????
apqe_u3VJQ4,"Owh jadi ini lagu aslinya😂,btw indo sendiri nih"
apqe_u3VJQ4,When I heard this song I suddenly remember pookie bear 😂😂
apqe_u3VJQ4,NNO. WAY THIS SONG WWAS MADE 6 YO AGO😊
apqe_u3VJQ4,"calm song, recommending for lowering cortisol"
apqe_u3VJQ4,Tao từ vệ ông nam
apqe_u3VJQ4,Such low cortisol
apqe_u3VJQ4,คาเลอา mlbb พาผมมาเจอเพลงนี้😂😂
apqe_u3VJQ4,it help me have a low cortisol
apqe_u3VJQ4,"Take me back back home 
Tung tung tung tung sahoor"
apqe_u3VJQ4,Listening to this music made me miss my lover😢😢😢😢😢😢😢😢
apqe_u3VJQ4,Lmao
apqe_u3VJQ4,Put it at 1.25 speed
apqe_u3VJQ4,Ba măm hả 😮
apqe_u3VJQ4,she even embraced the meme😭
apqe_u3VJQ4,180IQ title chhange
apqe_u3VJQ4,Nhà tui cũng ở ngã 5:)))
apqe_u3VJQ4,English people here?
apqe_u3VJQ4,speed 1.25 ....
apqe_u3VJQ4,"🔎 ""Low Cortisol Song"""
apqe_u3VJQ4,i don't know why. but i like to listen at 1.20x speed 
apqe_u3VJQ4,Muộn nhất vn 21/3/2026
apqe_u3VJQ4,That guy must have a very low cortisol ❤️‍🩹
apqe_u3VJQ4,"Cô này đầu bài chưa về
Nhưng sao cô ấy lại “mỏi chân”
Cố ấy làm nghề gì vậy?"
apqe_u3VJQ4,"thành công muộn, quá Hay"
apqe_u3VJQ4,GOOD LOW CORTISOL
apqe_u3VJQ4,Không ngờ lại viral
apqe_u3VJQ4,very low cortisol
apqe_u3VJQ4,low cortisol music so tuff🔥🔥🔥
apqe_u3VJQ4,"I am a Vietnamese and I had been listening to this song continuously during the Covid-19 pandemic. Now it's viral on social platforms, which made me search up for this and memories just went back =))"
apqe_u3VJQ4,Ai Đưa Em Về
apqe_u3VJQ4,Increasing the video speed to 1.1–1.15 is good 👍
apqe_u3VJQ4,There goes my high cortisol 🥹
apqe_u3VJQ4,Great Song!!!
apqe_u3VJQ4,March 2026?
apqe_u3VJQ4,Chào
apqe_u3VJQ4,"""TAKE ME BACK BACK 🔥🔥🔥"""
apqe_u3VJQ4,ไม่รู้ความหมายเพลงแต่ฟังแล้วรู้สึกว่าน่ารักดีนะ
apqe_u3VJQ4,My cortisol has reduced a lot. 👯
apqe_u3VJQ4,Take me back back home (low costriol)
apqe_u3VJQ4,Low Cortisol 👍✅
apqe_u3VJQ4,"For those who don't understand the lyrics, simply put, this song is about a girl's loneliness and her desire for someone to take her go back her home; it's a metaphor for the love that girl wants."
apqe_u3VJQ4,Que bonita canción!!!!!
apqe_u3VJQ4,#lowcortisol
apqe_u3VJQ4,Ai thấy ông nam bên namquyen station ko😂😂😂
apqe_u3VJQ4,my cortisol goes high to low with this one
apqe_u3VJQ4,bài này nổi trên rbl rồi😀😀
apqe_u3VJQ4,nah I definitely was looking for the low cortisol song lmao
apqe_u3VJQ4,Ahh i feel my cortisol lowering rn
apqe_u3VJQ4,This catched on twice lol. You guys should check out other songs too. In the dark is the best recommendation i guess
apqe_u3VJQ4,Total cortisol death
apqe_u3VJQ4,✌️😇
apqe_u3VJQ4,100% Low Cortisol
apqe_u3VJQ4,có ai đến đây chỉ vì anh nam ko dơ tay :)
apqe_u3VJQ4,Akhirnya ketemu doksli lagu low cortisol
apqe_u3VJQ4,Oh my God this is really nice I like it a lot 😍😍🎉
apqe_u3VJQ4,"Crazy this song has existed in 6years, I wonder how this got popular.. (Adding low cortisol is crazy)"
apqe_u3VJQ4,We're lowering our cortisol with this one🗣️🔥
apqe_u3VJQ4,Perfect
apqe_u3VJQ4,Low Cortisol🥀
apqe_u3VJQ4,"Adding ""Low cortisol song"" to the title itself was a real big brainer move and makes your cortisol really low😂😂"
apqe_u3VJQ4,"P.O.V Bed %0sleep
%100comfert
School table0%
Sleep%100"
apqe_u3VJQ4,Thought it was Chinese
apqe_u3VJQ4,6 years 👀
apqe_u3VJQ4,doksli agnes tachyon jir
apqe_u3VJQ4,wow
apqe_u3VJQ4,"as a vietnamese, im generally proud of our country"
apqe_u3VJQ4,Agnes Tachyon brought me here
apqe_u3VJQ4,"52.040M
+110k"
apqe_u3VJQ4,Lúc này
apqe_u3VJQ4,Ông đó là ng khác
apqe_u3VJQ4,Ổng làm ng pha chế
apqe_u3VJQ4,Ts is absolute cinema 🥹✌️
apqe_u3VJQ4,00:49 Trust me best part
apqe_u3VJQ4,Song is actually 🔥. Vietnamese have some good music.
apqe_u3VJQ4,❤❤❤❤
apqe_u3VJQ4,Cortisol.mp4
apqe_u3VJQ4,hãy quá huhu
apqe_u3VJQ4,low cortisol from Indonesia ❤
apqe_u3VJQ4,Play at 1.25x speed for low cortisol.
apqe_u3VJQ4,Ohh ini yg low cirtisol itu
apqe_u3VJQ4,Who's here after 6 years???
apqe_u3VJQ4,1.25 speed for lower cortisol🥶🥶🥶🥶
apqe_u3VJQ4,I was here because of the tictok ❤
apqe_u3VJQ4,1:02
apqe_u3VJQ4,HAHAHAHAH SHE CHANGED THE NAME LOW CORTISOL
apqe_u3VJQ4,This song lowering my cortisol while playing game with random.
apqe_u3VJQ4,This song lowering my cortisol while getting straight teeth🫠😐
apqe_u3VJQ4,turn it to 1.25x speed then u will recognize it
apqe_u3VJQ4,Doksli low cortisol
apqe_u3VJQ4,Ayooo
apqe_u3VJQ4,My cortisol is down now
apqe_u3VJQ4,0:46 ini baru perfect 👌
apqe_u3VJQ4,Sarmal olunca bizim kortizol
apqe_u3VJQ4,I form Cambodia like your song ❤❤
apqe_u3VJQ4,Phố kia vắng lặng
apqe_u3VJQ4,Thật là That's amazing!
apqe_u3VJQ4,Từ nam quyên station nekkk
apqe_u3VJQ4,Coi vd ông bartender xong bay qua đây nè:))
apqe_u3VJQ4,name of this song is “ai đưa em về”
apqe_u3VJQ4,I searched low cortisol and this popped out 😂 they actually changed it
apqe_u3VJQ4,"What a magnific voice of both of you, love this song, and now my cortisol gets lower and my serotonin gets to the highest ever."
apqe_u3VJQ4,Low cortisol
apqe_u3VJQ4,0:57 with 1.3 playback speed is just the meme
apqe_u3VJQ4,Cortisol-free song 🙂‍↕️❤️‍🩹
apqe_u3VJQ4,Chủ kênh bắt trend luôn
apqe_u3VJQ4,my uma was low cortisol
apqe_u3VJQ4,🗣Cortisol es la clave
apqe_u3VJQ4,"Chị ấy xinh đẹp , hát hay , bài hát rất tuyệt ❤.
Sau 6 năm , bài hát của chị ấy đã hot trở lại😊."
apqe_u3VJQ4,this aged so well 🥹
apqe_u3VJQ4,Kak izin simpan
apqe_u3VJQ4,WE LOWERING OUR CORTISOL WITH THIS ONE 🗣️🔥🗣️🔥🗣️🔥
apqe_u3VJQ4,"the legend back after 6 years just to put ""low cortisol song"" on the title. Thats aura."
apqe_u3VJQ4,I really love ballads so I like how the original version of the song is so slow and peaceful
apqe_u3VJQ4,CORTISOL LEVELS: CATASTRHOPHICALLY LOW
apqe_u3VJQ4,Take me back back home🫧🌴
apqe_u3VJQ4,Que temardo
apqe_u3VJQ4,I came from TikTok that low cortisol song😂
apqe_u3VJQ4,low cortisol
apqe_u3VJQ4,Okcron
apqe_u3VJQ4,Cortisol lowering ngl 💔✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅
apqe_u3VJQ4,"after listening to this song, my cortisol level just dropped"
apqe_u3VJQ4,DID HSE TURN INTO A BOY 1:32
apqe_u3VJQ4,0:55
apqe_u3VJQ4,(Low Cortisol Song) LMAO 😂
apqe_u3VJQ4,Can I get a heart 😢❤
apqe_u3VJQ4,top
apqe_u3VJQ4,Random old songs and videos are popping off for no reason
apqe_u3VJQ4,I can see Tachyon dancing in my mind
apqe_u3VJQ4,Low cortisol fr fr
apqe_u3VJQ4,Gives me night dancer vibes ❤️🔥
apqe_u3VJQ4,i love this song every dayyy 10/10 song
apqe_u3VJQ4,We getting low coristol with this one🔥
apqe_u3VJQ4,"0% understanding 
0% cortisol
100% vibes"
apqe_u3VJQ4,absolutely gorgeous song <3
apqe_u3VJQ4,The year of 1975 level of cortisol.
